0.000000	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00
0.100000	-2.014234e-03	4.901848e-04	6.786703e-06	-8.793909e-07	6.965832e-07	2.380700e-09
0.201000	-4.075159e-03	8.873698e-03	1.901363e-05	6.778345e-07	2.474800e-06	2.307296e-09
0.301000	8.591922e-03	1.700539e-02	2.575735e-05	4.595503e-06	-1.251073e-07	3.444644e-10
0.401000	3.734937e-02	2.389757e-04	2.078309e-05	7.116072e-06	-7.499156e-06	-3.000934e-09
0.501000	7.233420e-02	-5.790910e-02	-9.241256e-06	6.933013e-06	-1.689182e-05	-9.104307e-09
0.601000	9.649478e-02	-1.559374e-01	-5.492791e-05	2.820784e-06	-2.309396e-05	-8.351478e-09
0.701000	9.860931e-02	-2.688731e-01	-8.045193e-05	-1.936053e-06	-2.316672e-05	-2.321470e-09
0.801000	8.108492e-02	-3.677243e-01	-7.596386e-05	-4.636646e-06	-1.749699e-05	4.449446e-09
0.901000	6.223793e-02	-4.356061e-01	-3.971279e-05	-2.512638e-06	-1.146871e-05	1.040074e-08
1.001000	6.080836e-02	-4.865629e-01	1.481179e-05	1.794197e-06	-1.096068e-05	1.129035e-08
1.101000	7.612233e-02	-5.486472e-01	5.523415e-05	4.220578e-06	-1.548912e-05	4.969612e-09
1.201000	9.652157e-02	-6.374894e-01	6.496892e-05	3.585594e-06	-2.167141e-05	-6.164769e-10
1.301000	1.036386e-01	-7.498042e-01	4.964024e-05	-1.028796e-06	-2.416224e-05	-5.893358e-09
1.401000	8.726329e-02	-8.562969e-01	8.599124e-06	-5.335525e-06	-1.937355e-05	-1.125790e-08
1.501000	5.866729e-02	-9.296733e-01	-5.510306e-05	-6.009000e-06	-1.120248e-05	-1.401375e-08
1.600000	3.503585e-02	-9.660015e-01	-1.140057e-04	-3.617226e-06	-4.675161e-06	-9.881183e-09
1.700000	2.800360e-02	-9.807753e-01	-1.393893e-04	8.985138e-07	-2.528391e-06	-1.289293e-10
1.800000	4.357185e-02	-1.000963e+00	-1.125703e-04	5.218592e-06	-6.948172e-06	1.112346e-08
1.900000	7.166637e-02	-1.052225e+00	-3.886304e-05	6.016190e-06	-1.459366e-05	1.859369e-08
2.000000	9.759860e-02	-1.138434e+00	5.616030e-05	4.671436e-06	-2.112052e-05	2.040591e-08
2.100000	1.148099e-01	-1.251288e+00	1.461308e-04	2.294408e-06	-2.567359e-05	1.593811e-08
2.200000	1.169473e-01	-1.378321e+00	1.938635e-04	-1.629261e-06	-2.671724e-05	3.135080e-09
2.300000	9.807353e-02	-1.497471e+00	1.724967e-04	-6.115846e-06	-2.200474e-05	-1.187067e-08
2.400000	6.246346e-02	-1.581076e+00	8.732998e-05	-8.380212e-06	-1.250767e-05	-2.327270e-08
2.500000	2.407261e-02	-1.614920e+00	-3.811182e-05	-6.854668e-06	-1.910580e-06	-2.759745e-08
2.600000	4.438631e-03	-1.607451e+00	-1.540436e-04	-9.032419e-07	3.758723e-06	-1.866931e-08
2.700000	1.717462e-02	-1.593098e+00	-2.051700e-04	6.127828e-06	6.996814e-07	-2.337378e-09
2.800000	5.964040e-02	-1.613821e+00	-1.767177e-04	1.096722e-05	-1.041689e-05	1.360275e-08
