2.900000	1.157172e-01	-1.698218e+00	-8.512446e-05	1.180113e-05	-2.517097e-05	2.331514e-08
3.000000	1.639798e-01	-1.852753e+00	3.037781e-05	7.398144e-06	-3.859485e-05	2.377047e-08
3.100000	1.791378e-01	-2.052990e+00	1.264789e-04	-1.497532e-06	-4.330204e-05	1.462831e-08
3.200000	1.486464e-01	-2.246474e+00	1.608599e-04	-1.089539e-05	-3.545767e-05	-7.509293e-11
3.300000	8.280051e-02	-2.376049e+00	1.301681e-04	-1.557401e-05	-1.783146e-05	-1.232186e-08
3.400000	1.055454e-02	-2.414892e+00	4.449303e-05	-1.366750e-05	1.026655e-06	-2.281088e-08
3.500000	-4.115028e-02	-2.376087e+00	-7.361363e-05	-7.611787e-06	1.394071e-05	-2.473407e-08
3.600000	-5.983024e-02	-2.295061e+00	-1.704294e-04	-1.128359e-07	1.845213e-05	-1.370785e-08
3.701000	-4.280425e-02	-2.212755e+00	-1.973359e-04	6.971313e-06	1.425185e-05	2.758532e-09
3.801000	5.509897e-03	-2.169606e+00	-1.468515e-04	1.298178e-05	2.583226e-06	1.752885e-08
3.901000	7.781006e-02	-2.198229e+00	-4.528827e-05	1.662161e-05	-1.540295e-05	2.338866e-08
4.001000	1.561856e-01	-2.321074e+00	6.326415e-05	1.504144e-05	-3.582488e-05	2.075612e-08
4.101000	2.116967e-01	-2.532435e+00	1.429473e-04	7.148913e-06	-5.095939e-05	1.138261e-08
4.201000	2.184002e-01	-2.786888e+00	1.662489e-04	-4.552239e-06	-5.303645e-05	-1.844732e-09
4.301000	1.695273e-01	-3.015845e+00	1.248837e-04	-1.537525e-05	-4.041332e-05	-1.512025e-08
4.401000	8.061424e-02	-3.154970e+00	3.398569e-05	-2.045563e-05	-1.660429e-05	-2.149160e-08
4.501000	-1.055440e-02	-3.172783e+00	-6.618335e-05	-1.596103e-05	8.214708e-06	-1.958515e-08
4.601000	-5.865478e-02	-3.095927e+00	-1.442345e-04	-3.347346e-06	2.117476e-05	-1.235244e-08
4.701000	-4.049602e-02	-2.999637e+00	-1.769631e-04	1.057664e-05	1.604976e-05	-3.250493e-10
4.801000	3.242021e-02	-2.966493e+00	-1.487297e-04	1.853307e-05	-3.851175e-06	1.060829e-08
4.901000	1.232352e-01	-3.043579e+00	-8.332000e-05	1.803008e-05	-2.829442e-05	1.746416e-08
5.001000	1.914461e-01	-3.227334e+00	1.500963e-05	9.514482e-06	-4.667901e-05	2.180537e-08
5.101000	2.082616e-01	-3.466936e+00	1.104552e-04	-2.634912e-06	-5.098606e-05	1.665923e-08
5.201000	1.694306e-01	-3.690693e+00	1.624731e-04	-1.289712e-05	-4.048552e-05	4.233471e-09
5.301000	9.404950e-02	-3.839596e+00	1.460347e-04	-1.773175e-05	-2.097509e-05	-1.059296e-08
5.401000	7.381966e-03	-3.887307e+00	7.254117e-05	-1.775968e-05	1.140486e-06	-1.921140e-08
5.501000	-6.521076e-02	-3.833202e+00	-2.246982e-05	-1.141988e-05	2.009297e-05	-1.872493e-08
5.601000	-9.613167e-02	-3.714338e+00	-1.014909e-04	-1.430272e-06	2.752509e-05	-1.397399e-08
5.701000	-7.995634e-02	-3.588389e+00	-1.443699e-04	8.111215e-06	2.333158e-05	-3.078404e-09
5.801000	-2.129304e-02	-3.508633e+00	-1.379114e-04	1.581281e-05	8.302000e-06	5.206295e-09
5.901000	6.116758e-02	-3.520694e+00	-9.397928e-05	1.728464e-05	-1.373513e-05	1.304204e-08
6.001000	1.322413e-01	-3.634219e+00	-1.818320e-05	1.147374e-05	-3.234359e-05	1.884969e-08
6.101000	1.659494e-01	-3.812949e+00	8.294415e-05	2.318991e-06	-4.053264e-05	2.132558e-08
6.200000	1.548762e-01	-4.001273e+00	1.655844e-04	-6.629929e-06	-3.717787e-05	1.180211e-08
6.300000	1.079849e-01	-4.151711e+00	1.878253e-04	-1.226137e-05	-2.452974e-05	-2.350133e-09
6.400000	4.594594e-02	-4.229037e+00	1.412552e-04	-1.268991e-05	-7.687732e-06	-1.571984e-08
6.500000	-3.544145e-03	-4.230768e+00	5.779008e-05	-7.274630e-06	5.695438e-06	-1.735533e-08
6.600000	-2.018402e-02	-4.188580e+00	-2.481484e-05	6.362695e-07	1.030038e-05	-1.659820e-08
6.700000	3.100377e-03	-4.148826e+00	-9.423816e-05	8.937689e-06	4.665753e-06	-1.069088e-08
6.800000	6.297527e-02	-4.159457e+00	-1.180013e-04	1.553062e-05	-1.063102e-05	1.536930e-10
6.900000	1.417967e-01	-4.259130e+00	-1.028359e-04	1.634930e-05	-3.108799e-05	4.992531e-09
7.000000	2.107047e-01	-4.453357e+00	-7.207804e-05	1.147311e-05	-4.944331e-05	7.661334e-09
7.100000	2.403725e-01	-4.717035e+00	-1.669323e-05	4.866814e-08	-5.845544e-05	1.667317e-08
7.200000	2.082286e-01	-4.984187e+00	6.071831e-05	-1.317908e-05	-5.042815e-05	1.400278e-08
7.300000	1.220201e-01	-5.175087e+00	1.026188e-04	-2.160184e-05	-2.757679e-05	1.886230e-09
7.400000	1.633496e-02	-5.239576e+00	8.910964e-05	-2.112915e-05	4.131078e-07	-7.998856e-09
7.500000	-6.744421e-02	-5.180342e+00	1.810545e-05	-1.268237e-05	2.261813e-05	-2.093713e-08
7.600000	-9.529840e-02	-5.047341e+00	-6.464547e-05	1.523156e-06	2.997615e-05	-1.214511e-08
7.700000	-5.411385e-02	-4.922879e+00	-1.070695e-04	1.514870e-05	1.935386e-05	-6.395748e-09
7.800000	4.217448e-02	-4.884713e+00	-1.419895e-04	2.415049e-05	-5.393609e-06	-1.054147e-08
7.900000	1.618205e-01	-4.985499e+00	-1.803340e-04	2.418720e-05	-3.668202e-05	1.002609e-09
8.000000	2.607285e-01	-5.225779e+00	-1.100782e-04	1.614885e-05	-6.231243e-05	2.538335e-08
8.100000	3.059814e-01	-5.561217e+00	2.084567e-05	1.616047e-06	-7.512838e-05	2.493608e-08
